attribute_name,attribute_label,attribute_type,value_type,allowed_values,module,schema_category,parents,required_context,source_of_distribution,constraint_type,is_core,description
health_sleep_quality,Sleep quality,ordinal,ordinal,"[""Excellent"", ""Good"", ""Fair"", ""Poor""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Sleep quality.
health_pain_level,Chronic pain,categorical,categorical,"[""None"", ""Mild"", ""Moderate"", ""Severe""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Chronic pain.
health_medication_use,Medication use,categorical,categorical,"[""None"", ""Occasional"", ""Daily"", ""Multiple daily""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Medication use.
health_dietary_restriction,Dietary restriction,categorical,categorical,"[""None"", ""Allergy"", ""Religious"", ""Medical"", ""Ethical""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Dietary restriction.
health_neurodivergence,Neurodivergence,categorical,categorical,"[""Neurotypical"", ""ADHD"", ""Autistic"", ""Dyslexic"", ""Other""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Neurodivergence.
health_caregiver_status,Caregiver status,categorical,categorical,"[""Not a caregiver"", ""Child caregiver"", ""Elder caregiver"", ""Both""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Caregiver status.
health_health_literacy,Health literacy,ordinal,ordinal,"[""Very high"", ""High"", ""Moderate"", ""Low"", ""None""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Health literacy.
health_insurance_status,Insurance status,categorical,categorical,"[""Comprehensive"", ""Basic"", ""Minimal"", ""Uninsured""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Insurance status.
health_fitness_level,Fitness level,categorical,categorical,"[""Athlete"", ""Fit"", ""Average"", ""Sedentary""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Fitness level.
health_cognitive_load_capacity,Cognitive load capacity,ordinal,ordinal,"[""Very high"", ""High"", ""Moderate"", ""Low"", ""None""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Cognitive load capacity.
health_contrast_need,High-contrast need,categorical,categorical,"[""No"", ""Prefers"", ""Requires""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,High-contrast need.
health_text_size_need,Large-text need,categorical,categorical,"[""No"", ""Prefers"", ""Requires""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Large-text need.
health_assistive_tech,Assistive technology,categorical,categorical,"[""None"", ""Screen reader"", ""Switch control"", ""Voice control"", ""Magnifier""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Assistive technology.
health_motion_sensitivity,Motion sensitivity,categorical,categorical,"[""None"", ""Mild"", ""Strong (reduced motion)""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Motion sensitivity.
health_attention_condition,Attention condition,categorical,categorical,"[""None"", ""Mild"", ""Diagnosed""]",health,Health: Physical,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Attention condition.
hob_knitting,Hobby: Knitting,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with knitting.
hob_crocheting,Hobby: Crocheting,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with crocheting.
hob_pottery,Hobby: Pottery,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with pottery.
hob_woodworking,Hobby: Woodworking,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with woodworking.
hob_metalworking,Hobby: Metalworking,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with metalworking.
hob_leatherworking,Hobby: Leatherworking,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with leatherworking.
hob_candle_making,Hobby: Candle making,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with candle making.
hob_origami,Hobby: Origami,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with origami.
hob_calligraphy,Hobby: Calligraphy,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with calligraphy.
hob_scrapbooking,Hobby: Scrapbooking,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with scrapbooking.
hob_quilting,Hobby: Quilting,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with quilting.
hob_embroidery,Hobby: Embroidery,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with embroidery.
hob_jewelry_making,Hobby: Jewelry making,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with jewelry making.
hob_model_building,Hobby: Model building,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with model building.
hob_coin_collecting,Hobby: Coin collecting,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with coin collecting.
hob_stamp_collecting,Hobby: Stamp collecting,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with stamp collecting.
hob_antiquing,Hobby: Antiquing,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with antiquing.
hob_vegetable_gardening,Hobby: Vegetable gardening,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with vegetable gardening.
hob_bonsai,Hobby: Bonsai,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with bonsai.
hob_aquariums,Hobby: Aquariums,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with aquariums.
hob_beekeeping,Hobby: Beekeeping,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with beekeeping.
hob_birdwatching,Hobby: Birdwatching,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with birdwatching.
hob_stargazing,Hobby: Stargazing,categorical,categorical,"[""Avid"", ""Active"", ""Occasional"", ""Curious"", ""Never""]",product_category_interests,Interests: Hobbies,"[""age_bucket"", ""gender"", ""income_bucket"", ""household_type"", ""urbanicity""]",macro_profile + behavioral/platform evidence,survey/platform behavior/inferred,module_conditional,false,Engagement with stargazing.
